t_ms,ax,ay,az,gx,gy,gz,roll,pitch,alt_m
3071,-0.477,0.249,18.635,0.4930,-2.1929,-0.0133,2.93,5.92,112.08
3081,-0.382,0.782,16.732,0.6202,-2.2756,0.1036,2.94,4.41,112.09
3090,0.609,0.564,13.132,0.5987,-2.1838,0.1016,3.62,3.28,111.89
3100,0.308,0.463,10.978,0.5847,-2.7636,-0.0258,3.65,1.88,112.06
3121,0.971,0.438,9.468,0.5145,0.1321,0.0018,4.47,-0.28,111.90
3131,1.045,0.650,9.782,0.4538,0.1469,0.0626,4.87,0.26,112.07
3141,0.909,0.885,9.151,1.1676,0.1475,-0.0232,5.01,-0.12,111.90
3151,0.909,1.278,10.027,1.1228,0.0989,-0.0360,6.22,0.34,112.14
3160,1.164,0.965,9.699,-0.2944,-0.1396,0.0234,6.33,0.01,111.93
3171,1.349,0.567,9.747,0.2027,-0.1853,-0.0031,5.91,0.22,112.09
3181,1.693,0.684,9.629,0.8121,-0.8779,-0.0310,6.59,-0.18,112.09
3190,1.402,1.064,9.879,0.4054,0.1345,0.0568,6.85,-0.79,112.04
3200,1.056,1.323,9.706,0.2353,0.4518,0.0146,7.10,-0.03,112.16
3210,1.363,0.953,9.728,0.7785,-0.2778,0.0095,7.12,-0.26,111.99
3220,1.442,1.503,9.627,0.6691,-0.0462,-0.0373,8.01,-0.36,111.99
3231,1.159,0.752,10.373,0.2762,0.2531,-0.0100,7.88,-0.33,112.00
3240,1.540,1.424,9.454,0.5934,0.8273,0.0246,8.33,-0.07,111.92
3251,1.449,1.333,9.810,0.5429,-0.7771,-0.0319,8.52,0.62,112.04
3260,1.880,1.631,9.676,-0.3630,-0.6240,-0.0554,8.94,-0.93,112.13
3271,1.231,0.982,9.968,0.3420,1.4255,-0.0736,8.12,-0.09,112.12
3280,1.098,0.982,10.043,1.0457,-0.1945,0.0724,9.31,0.67,112.10
3290,1.593,1.638,9.878,-0.1266,-0.3184,0.0055,9.27,-0.30,112.17
3300,1.715,1.894,9.191,0.4080,-0.2348,-0.0337,9.14,0.27,112.06
3310,2.110,1.491,9.559,-0.0341,-0.2506,-0.0368,9.75,-0.57,111.99
3320,1.854,1.660,9.811,-0.3348,0.3383,0.1163,9.14,-0.02,111.93
3331,1.868,1.441,9.802,-0.2217,0.1077,-0.0784,9.35,-0.17,112.06
3340,1.547,1.899,9.896,0.0706,0.2793,-0.0232,8.88,0.08,112.06
3351,1.414,1.713,9.706,0.2170,0.5030,0.0061,9.43,0.16,112.12
3361,1.164,1.755,9.383,-0.4886,-0.1452,-0.0421,9.10,0.64,112.01
3371,1.295,1.328,9.548,0.3755,-0.7571,0.0033,8.86,-0.00,112.02
3380,1.290,1.910,9.703,-0.1159,0.0820,0.0095,9.56,-0.21,111.90
3391,1.086,1.850,9.463,-0.7399,0.1561,0.0059,8.74,0.09,112.13
3400,1.295,1.991,10.115,-0.1596,0.0991,0.0414,8.72,-0.00,111.95
3410,1.318,1.511,9.758,-0.4467,-0.2802,0.0408,8.53,0.16,111.89
3421,0.850,1.680,9.414,-0.1156,-0.2136,0.0311,8.21,-0.32,112.01
3431,0.789,1.710,9.619,0.0794,0.3045,-0.0441,8.43,-0.06,111.93
3441,0.823,1.172,9.703,-0.3886,-0.1228,-0.0178,8.30,0.05,112.06
3451,1.147,1.584,9.986,-1.2146,-0.1052,0.0346,7.98,-0.22,112.07
3461,0.766,1.217,9.140,-0.2235,0.3520,-0.0190,6.95,-0.06,112.00
3471,0.844,1.555,9.454,0.1095,-0.2730,-0.0579,7.72,0.20,112.02
3480,0.750,1.439,10.131,-1.0122,-0.0980,0.0487,7.06,-0.40,112.10
3490,0.125,1.490,9.938,-0.2316,0.7337,0.0407,6.53,0.09,111.98
3500,0.401,1.367,10.106,-0.0200,-0.1483,0.0308,6.79,0.45,112.11
3510,0.820,0.930,10.059,-0.9236,-2.3760,0.0051,6.48,-0.10,112.05
3520,0.367,0.844,10.297,-0.0392,-3.2629,0.0024,5.68,-2.33,112.08
3530,1.216,1.445,10.704,-0.6208,-2.8956,0.0082,6.41,-3.85,112.15
3541,1.205,0.980,11.050,-1.6959,-2.4915,-0.0570,4.97,-5.66,112.01
3551,0.820,0.593,11.657,-0.5730,-2.2677,0.0395,4.46,-6.68,112.04
3561,1.250,0.773,11.988,0.1937,-2.7728,0.0859,4.28,-8.24,112.10
3571,1.632,0.401,12.391,-0.3813,-2.8915,-0.0060,4.68,-9.90,112.01
3580,1.778,0.859,12.520,-1.1608,-2.8714,-0.0139,3.82,-11.55,112.01
3590,1.741,0.463,13.312,-0.6713,-2.2248,-0.0547,3.37,-13.17,111.91
3601,2.080,0.441,13.949,-0.7355,-2.4025,0.0448,3.07,-14.09,111.99
3610,2.217,0.460,13.479,-0.8795,-3.2855,-0.0740,2.51,-15.97,112.00
3620,2.193,-0.317,13.593,-0.7314,-3.0483,0.0112,2.07,-17.84,112.15
3631,2.842,-0.097,13.420,-0.3398,-2.4315,-0.0171,1.67,-19.49,112.04
3641,2.730,0.480,13.331,-0.2749,-2.8106,0.0887,1.66,-20.65,112.01
3650,2.841,0.075,12.842,-1.1706,-2.8508,0.0060,1.33,-22.75,112.05
3661,3.215,-0.128,11.566,-0.9449,-2.3734,-0.0605,0.29,-23.94,112.16
3670,3.218,-0.340,11.667,-0.0275,-3.2657,0.0038,0.25,-25.51,112.14
3681,3.983,0.122,10.168,-0.5179,-3.0428,-0.0117,0.24,-27.63,112.11
3690,3.429,-0.415,10.202,-0.3063,-2.2235,0.0196,-0.32,-29.01,111.97
3700,3.969,-0.044,9.716,0.0057,0.8561,-0.0211,-0.15,-30.15,112.08
3710,3.455,0.002,9.865,-0.2431,2.6054,0.0480,-0.31,-28.03,111.94
3720,3.477,0.309,10.362,0.3153,1.8845,-0.0458,-0.39,-27.17,112.03
3731,3.325,0.033,9.906,0.1531,2.2530,-0.0175,0.03,-25.88,111.95
3741,3.071,0.060,10.315,0.1364,2.2119,-0.0242,-0.22,-24.57,112.05
3750,2.481,0.027,10.502,0.1565,2.0975,0.0136,0.19,-23.35,112.05
3761,1.840,-0.030,10.408,-0.0713,2.4042,-0.0206,-0.01,-22.16,112.06
3770,2.346,-0.277,10.984,-0.0966,2.5498,-0.0040,0.12,-20.62,112.02
3781,1.783,-0.236,10.679,-0.2436,1.7241,0.0424,-0.09,-19.21,112.05
3791,1.865,-0.036,11.232,0.0735,1.7716,-0.0022,-0.19,-18.62,112.06
3801,1.529,-0.357,11.817,0.1344,2.4690,-0.0978,-0.03,-17.20,112.06
3811,1.239,0.135,11.157,-0.1533,2.4344,0.0352,-0.00,-15.80,111.99
3820,0.775,0.030,11.224,0.1542,1.9404,0.0263,-0.21,-14.46,112.00
3830,0.966,0.260,10.752,0.3977,1.7381,0.0757,0.13,-13.56,112.22
3841,0.671,-0.262,11.530,-0.1197,2.2583,-0.0416,0.22,-12.48,112.06
3851,0.238,-0.021,11.441,0.2874,1.9525,-0.0413,0.05,-10.95,112.14
3860,0.732,-0.136,11.188,-0.2111,1.9029,0.0116,0.51,-10.23,112.02
3871,-0.216,-0.083,10.577,-0.2705,2.4807,0.0242,-0.19,-8.77,112.06
3880,-0.235,-0.428,10.420,0.0834,2.5566,0.0702,0.16,-7.39,112.03
3891,-0.354,-0.013,10.099,-0.0729,2.5617,-0.0799,-0.12,-5.83,111.99
3901,-0.397,-0.159,9.802,-0.1093,1.7064,-0.0185,0.07,-4.46,112.08
3910,-0.756,-0.411,10.003,0.2104,1.3813,0.0729,-0.25,-3.89,112.09
3921,-0.757,-0.580,9.338,0.2798,1.1525,0.0890,0.33,-2.84,112.04
3930,-1.309,-0.010,8.842,0.0161,1.1472,0.0283,0.05,-2.58,112.00
3940,-0.927,0.268,8.510,-0.3712,1.7276,-0.0250,0.36,-1.57,112.02
3950,-1.895,0.131,8.147,-0.4281,1.7895,0.0159,-0.38,-0.64,112.02
3961,-1.603,-0.103,8.237,0.0959,1.5609,-0.0370,-0.15,0.46,111.96
3970,-1.099,0.410,8.563,-0.0082,1.2306,0.0392,-0.27,1.21,111.99
3981,-0.929,0.126,7.938,0.0468,0.6334,0.0746,-0.16,1.90,111.99
3991,-1.566,0.053,8.041,0.1011,1.7867,0.0897,-0.21,1.92,112.08
4001,-1.456,-0.446,7.781,0.2211,2.3425,-0.0184,-0.04,3.97,112.00
4010,-1.508,0.288,7.389,0.0121,1.8900,-0.0285,-0.01,4.64,111.98
4021,-2.098,-0.120,7.393,-0.1461,1.9634,0.0447,-0.01,6.14,112.07
4031,-1.840,-0.085,7.949,0.0401,1.5842,-0.0667,-0.17,6.88,111.93
4041,-2.045,0.096,7.324,0.3649,0.7135,-0.0120,0.06,7.94,111.97
4051,-1.878,0.206,8.030,-0.2901,1.3032,0.0233,0.26,7.69,112.17
4061,-2.277,-0.831,8.223,-0.2217,2.2137,-0.0354,-0.27,9.45,112.04
4070,-2.165,0.187,8.574,0.2476,1.4079,-0.0217,0.00,10.23,112.09
4081,-2.212,0.034,8.116,0.1173,1.6237,0.0450,-0.02,11.09,112.18
4090,-2.605,-0.153,8.766,-0.0072,1.6221,-0.0171,0.14,12.10,111.94
4100,-2.613,0.198,8.988,-0.1233,1.3047,0.0320,-0.02,12.97,112.11
4111,-2.411,-0.033,9.207,-0.2473,1.3493,-0.0281,-0.00,13.56,111.98
4120,-2.464,0.000,9.459,0.2579,0.1264,0.0790,-0.30,14.52,112.06
4131,-2.397,0.157,24.850,0.7064,-1.4582,-0.0294,0.30,13.71,112.01
4140,-2.044,-0.129,21.378,0.9090,-2.1025,-0.0663,0.49,12.84,112.08
4150,-2.153,0.026,16.621,1.0076,-2.4031,-0.0072,1.39,11.29,112.14
4161,-1.277,0.437,12.633,0.7052,-2.1116,-0.0271,1.67,10.08,111.96
4170,-1.340,0.240,11.115,0.5829,-2.9104,-0.0055,2.18,8.83,111.93
4181,-0.590,0.843,10.180,1.0249,-2.5005,0.0192,2.35,6.73,112.07
4191,-0.205,0.652,10.069,1.1745,-1.9912,0.0655,3.31,5.95,112.15
4200,-0.437,0.335,9.504,0.8326,-2.6851,-0.0287,3.73,4.48,112.02
4211,0.031,0.853,9.736,1.1348,-2.4640,0.0269,4.21,2.88,111.92
4220,0.519,0.572,9.399,0.5100,-1.6822,-0.0288,5.05,1.68,112.02
4231,0.866,0.994,9.594,0.4363,-1.8569,-0.0901,4.79,0.96,111.94
4240,1.226,1.000,9.720,0.6724,-1.2236,-0.0264,5.57,-0.45,111.98
4250,1.188,0.899,10.117,0.4846,0.2144,0.0663,5.57,-0.44,112.04
4260,0.780,1.345,9.584,0.8105,0.1724,0.0708,6.11,-0.15,112.19
4270,1.436,0.658,9.580,0.5744,0.0001,0.0689,6.47,-0.23,112.00
4280,1.240,1.044,9.251,0.6753,0.2922,0.0355,6.79,-0.20,112.15
4291,1.208,1.156,10.164,0.4336,0.3244,-0.0791,7.25,0.07,112.10
4300,0.890,1.131,9.665,0.4004,-0.4205,0.0363,7.29,0.15,111.99
4311,1.365,1.444,9.568,0.7503,-0.7272,0.0910,7.70,-0.41,112.20
4320,1.360,1.158,9.719,0.9402,0.0403,-0.0059,8.14,-0.67,112.16
4331,1.835,1.431,9.623,0.0898,0.8409,-0.0359,8.78,-0.32,111.92
4341,1.519,1.166,10.122,-0.5029,0.3831,-0.0046,8.25,0.29,112.00
4351,1.697,1.716,9.816,0.5056,0.1710,0.0123,8.20,0.11,112.01
4361,1.767,1.638,9.929,0.8655,0.2119,0.0149,8.81,0.44,112.12
4371,1.414,1.124,9.848,0.5104,-0.5438,0.0751,9.18,0.33,112.05
4380,1.523,1.638,9.841,0.2853,-0.0666,0.0316,9.38,-0.21,112.16
4390,1.412,1.964,9.612,0.5453,-0.2134,-0.0078,9.51,0.25,112.20
4401,1.382,1.581,9.417,0.4334,-0.1409,-0.0767,9.97,-0.43,111.96
4410,1.498,2.225,9.667,-0.1156,0.0548,-0.0819,10.01,0.10,112.12
4420,1.642,1.829,9.838,-0.2383,0.0972,0.0392,9.80,-0.33,111.95
4431,1.370,2.188,9.843,0.0362,0.1845,-0.0216,9.74,0.23,112.06
4441,1.070,1.827,9.694,0.0640,-0.5989,-0.0002,9.82,-0.12,112.03
4451,1.681,1.861,9.505,0.0320,-0.2426,-0.0295,9.84,-0.43,111.95
4460,1.667,1.902,9.575,-0.3741,0.5319,-0.0300,9.88,-0.39,112.09
4471,1.320,1.422,9.469,-0.1191,0.4231,0.0335,9.45,0.17,112.03
4480,1.526,1.665,9.710,0.2191,-0.1710,0.0894,9.74,0.11,111.89
4491,1.105,1.907,9.639,-0.0963,0.0752,-0.0403,9.68,-0.03,112.03
4500,1.412,1.100,9.260,-0.1353,0.4050,-0.0343,9.66,0.21,112.09
4511,1.394,1.719,9.548,0.0026,-0.3311,0.0089,9.53,0.39,112.10
4521,0.922,2.172,9.466,-0.3155,-0.8297,0.0115,9.68,-0.17,111.99
4531,1.283,1.277,9.347,-0.5622,0.3908,0.0047,9.16,-0.54,112.11
4541,0.570,1.559,10.000,-0.0460,0.3160,-0.0119,9.02,0.26,112.08
4550,0.884,1.683,9.905,-0.3110,-0.5407,-0.1076,9.12,-0.18,111.90
4561,1.223,1.554,9.370,-0.4840,0.1129,-0.0577,8.67,-0.32,112.09
4571,0.627,1.108,9.328,-0.1946,0.5585,-0.0407,8.57,-0.03,112.03
4580,0.681,1.512,10.000,-0.3923,-0.4711,0.0638,8.45,0.31,112.03
4590,0.332,2.188,9.717,-0.5996,0.0758,0.0452,8.10,-0.55,111.91
4601,0.622,1.550,9.861,-0.7031,0.7257,0.0013,7.76,0.39,111.95
4611,0.151,1.158,9.748,-0.4585,-0.2746,0.0081,7.32,0.31,112.06
4621,0.546,1.180,10.424,-0.4790,-1.6192,-0.0662,7.26,0.05,112.10
4631,0.252,1.203,9.972,-0.9133,-2.9849,-0.0133,6.76,-1.59,112.05
4641,0.427,1.410,10.928,-0.7202,-2.5667,-0.0548,6.20,-3.36,111.98
4650,0.973,0.803,10.799,-0.8308,-2.9474,0.1094,5.94,-4.52,112.02
4661,1.029,0.557,10.933,-0.8920,-3.4780,0.0955,5.24,-6.71,111.95
4670,1.228,1.156,11.982,-0.8977,-2.3172,0.0472,4.92,-8.53,112.05
4681,1.381,0.950,12.662,-0.6417,-1.9773,-0.0457,4.23,-9.35,112.15
4691,1.414,0.521,12.827,0.1155,-3.2058,0.0948,4.18,-10.79,112.08
4700,1.827,0.725,13.823,-0.7333,-3.2136,0.0429,4.35,-13.02,112.04
4710,2.541,0.597,13.675,-0.9183,-2.3717,-0.0175,3.35,-14.43,112.16
4720,2.087,0.580,14.051,-0.6368,-2.4674,-0.0749,3.31,-15.74,112.00
4730,2.442,0.276,14.647,-1.1480,-3.0593,0.0497,2.62,-17.23,111.89
4741,2.988,0.230,13.638,-0.4511,-2.9566,-0.0045,1.95,-19.25,111.87
4750,2.855,0.379,13.562,-0.4693,-2.3297,-0.0080,2.10,-20.63,112.19
4761,2.834,0.456,12.747,-1.6297,-3.3190,-0.0382,1.40,-21.95,112.00
4771,3.359,0.111,12.389,-0.7296,-2.9207,-0.0234,0.23,-24.44,112.04
4781,3.656,-0.150,11.886,-0.5164,-2.4738,-0.0360,0.60,-25.30,111.98
4791,3.458,-0.421,11.493,-0.6083,-2.9932,0.0328,-0.32,-27.27,112.03
4801,3.912,0.103,10.356,0.4124,-2.0465,0.0128,-0.05,-28.70,112.07
4811,3.745,-0.219,9.688,0.0077,0.0131,-0.0138,0.20,-29.61,111.96
4821,3.395,-0.251,10.142,0.1617,1.6795,0.0303,-0.09,-28.66,112.14
4830,3.554,-0.114,9.909,0.2975,2.2401,0.0588,0.34,-27.68,111.96
4841,2.874,0.081,10.163,-0.6896,2.8057,0.0811,0.23,-26.09,111.93
4851,2.869,-0.398,10.258,-0.2930,2.3224,-0.0882,-0.47,-24.49,111.97
4861,2.654,-0.314,10.442,0.5228,1.9061,0.0636,-0.14,-23.44,112.05
4870,2.651,-0.101,10.411,-0.0307,1.8677,0.0215,0.08,-22.34,112.14
4881,2.676,-0.146,10.951,-0.1332,2.3898,0.0781,-0.17,-21.28,112.01
4891,1.579,-0.519,11.146,0.3728,2.4148,0.0717,-0.06,-19.60,112.03
4901,1.903,0.204,11.205,0.1464,2.2608,-0.0129,0.24,-18.51,112.20
4911,1.709,0.416,11.317,-0.4579,2.1270,-0.0161,0.10,-17.03,112.26
4920,1.286,-0.118,11.580,-0.0225,2.1754,-0.0830,-0.28,-16.06,111.90
4930,0.816,0.215,11.471,0.0833,2.5895,0.0164,0.05,-14.52,112.11
4940,0.600,-0.488,11.776,-0.3544,1.8289,-0.0559,-0.18,-13.06,112.00
4950,0.774,-0.598,11.426,-0.0924,2.1128,-0.0043,-0.36,-12.44,112.01
4961,-0.351,-0.207,11.107,0.3868,2.1706,0.0708,-0.34,-10.62,112.06
4970,0.474,0.427,10.592,0.3027,2.1354,0.0008,0.09,-9.95,112.03
4980,0.149,-0.068,10.836,-0.0638,2.0350,0.0091,-0.01,-8.19,112.14
4990,0.212,0.167,10.668,-0.2816,1.7669,-0.0193,0.00,-7.61,111.89
5001,-0.634,-0.353,10.189,-0.0242,2.0809,0.1003,-0.34,-6.14,112.08
5010,-0.326,0.328,9.747,0.0427,2.1257,-0.0631,-0.06,-5.23,112.05
5020,-0.464,-0.103,9.778,-0.2096,1.9511,0.0473,-0.31,-3.70,111.89
5030,-1.002,-0.049,9.236,0.2060,1.0104,0.0364,-0.28,-3.00,112.07
5040,-0.692,-0.171,9.031,-0.1046,1.6713,-0.0280,-0.05,-2.59,112.14
5050,-1.003,0.204,8.649,0.2178,1.9309,-0.0032,-0.42,-1.08,112.07
5060,-0.892,0.279,8.909,0.9997,1.8634,0.0585,0.20,-0.40,112.03
5071,-1.326,0.048,8.419,-0.0395,1.5874,0.0440,0.75,1.06,112.09
5080,-1.430,0.496,7.668,-0.9247,1.0991,-0.0026,0.14,1.43,112.07
5091,-1.307,0.580,7.969,-0.2062,1.7682,0.0293,-0.31,2.30,111.94
5101,-1.654,0.178,8.022,-0.1157,1.5361,-0.0052,-0.08,3.45,111.95
5111,-1.624,-0.363,8.049,-0.0127,1.8113,0.1798,-0.47,4.08,112.00
5121,-1.822,0.102,7.923,0.5879,1.2593,0.0820,-0.11,5.51,112.03
5130,-1.968,0.279,7.726,0.2413,1.9825,-0.0444,0.15,5.55,112.05
5141,-2.285,0.045,7.504,-0.3658,1.8206,-0.0864,0.18,7.77,112.03
5151,-1.795,-0.242,7.988,-0.0553,0.8943,0.0503,-0.31,7.62,112.07
5161,-2.056,0.107,7.994,0.5551,2.3003,0.0507,0.09,8.81,111.99
5171,-2.470,0.448,7.924,0.3971,1.7294,0.0445,0.35,10.19,112.12
5180,-1.946,0.522,8.482,-0.4822,1.6978,0.0374,0.53,10.79,112.02
5191,-2.116,0.365,8.842,-0.6670,1.6846,0.0680,-0.21,12.18,112.07
5200,-2.645,-0.344,8.829,0.2145,0.6965,0.0401,-0.26,12.75,112.11
5210,-2.308,0.103,8.993,-0.5416,1.4091,0.0331,0.02,12.96,112.06
5220,-2.402,-0.333,9.334,-0.0610,1.9578,0.0156,-0.88,14.37,111.94
5231,-2.477,0.135,25.675,1.1291,-0.5413,0.0305,-0.06,15.18,111.95
5241,-1.946,0.069,23.230,0.7680,-2.2036,-0.0557,0.45,13.73,111.88
5251,-2.331,0.322,18.438,0.3685,-2.6017,0.0367,0.82,12.66,111.88
5260,-1.548,0.267,14.059,0.8135,-3.5309,0.0111,0.91,10.72,112.00
5271,-0.976,0.187,11.377,0.9402,-2.5956,0.0377,1.74,8.61,112.05
5281,-1.001,0.094,10.468,0.9882,-1.8848,0.0258,2.00,7.73,112.04
5291,-0.647,0.423,10.200,0.6964,-2.5077,-0.0698,2.87,6.42,111.89
5301,-0.176,0.603,9.723,0.4328,-2.1194,-0.0157,2.78,4.83,111.89
5310,0.102,1.036,9.890,0.8500,-2.2726,0.0736,3.37,3.99,112.08
5320,0.847,0.775,9.995,0.9118,-2.5788,0.0080,3.78,2.24,112.12
5331,0.408,0.871,9.907,0.0727,-1.7772,0.0211,4.40,1.04,112.00
5340,1.092,0.152,9.515,0.4080,-0.8529,-0.0913,3.85,0.21,112.05
5351,1.035,1.051,9.852,1.5225,-0.4010,0.0037,4.87,0.08,111.85
5360,0.316,0.845,9.852,0.6337,0.0584,-0.0287,5.56,-0.23,112.09
5370,1.321,0.954,9.836,0.0427,0.4114,0.0113,5.56,0.14,112.01
5381,0.921,0.837,9.925,0.7442,-0.3209,0.0163,5.54,0.22,112.10
5390,1.329,1.255,9.868,1.0317,-0.0937,-0.0235,6.41,-0.23,112.07
5401,1.094,1.376,9.686,0.3334,0.0927,-0.0470,6.72,0.14,111.95
5411,1.439,1.048,10.058,0.0883,-0.4133,-0.0617,6.82,-0.14,112.05
5420,1.223,1.185,9.954,0.3557,0.2282,-0.0531,6.82,-0.33,111.96
5431,1.664,1.372,10.028,0.6466,0.4364,0.0020,7.20,0.13,112.30
5441,1.571,1.209,9.924,0.3786,-0.1217,-0.0836,7.57,0.14,112.05
5451,1.459,1.018,9.558,-0.0323,-0.5346,-0.0360,7.62,0.00,112.07
5461,1.643,1.082,10.104,0.4078,0.0133,0.0547,7.51,-0.47,111.99
5471,1.278,1.084,9.867,0.7821,-0.2268,0.0136,8.04,0.04,112.01
5481,1.463,2.116,9.621,0.3393,0.2476,0.0483,8.42,-0.74,111.93
5490,1.734,1.638,9.630,0.2312,1.1363,-0.0660,8.43,0.34,111.95
5501,1.182,1.544,9.495,0.3885,0.4036,-0.0859,8.68,0.55,111.83
5511,1.366,1.332,9.705,0.4066,-0.5076,-0.0715,8.84,0.74,111.98
5521,1.410,2.285,9.586,0.6974,-0.6939,0.0266,9.17,-0.02,112.03
5530,1.422,1.686,9.636,0.0729,-0.1196,-0.0801,9.63,-0.02,112.16
5541,1.355,1.197,9.670,-0.8657,0.2900,0.0336,9.23,-0.16,111.93
5551,1.325,1.399,9.518,-0.8333,0.2132,0.0256,8.61,0.29,111.97
5560,1.575,1.117,10.174,0.3373,-0.2013,-0.0088,8.24,0.13,112.07
5571,1.403,2.119,10.093,0.6878,0.2172,0.0329,9.00,0.05,111.88
5580,1.864,1.390,9.658,-0.4051,0.1096,-0.1218,9.01,0.36,112.01
5590,1.450,1.559,9.329,-0.0636,-0.2049,0.0067,8.58,0.20,112.01
5600,1.414,1.741,9.541,-0.0602,-0.7426,-0.0286,8.94,0.11,112.00
5611,1.154,1.509,9.602,-0.1060,0.3079,0.0510,8.53,-0.63,112.02
5621,1.028,1.365,9.548,-0.1315,0.5668,-0.0512,8.76,0.46,112.04
5631,0.636,1.028,9.889,-0.2491,-0.3411,-0.0633,8.41,0.06,112.03
5640,1.501,1.422,9.129,-0.6760,-0.3868,0.1425,8.47,0.08,111.94
5651,0.965,1.411,9.469,-0.5156,-0.1751,0.0996,7.65,-0.37,112.17
5661,1.021,1.716,9.608,0.0889,0.1316,0.0143,7.85,-0.11,111.91
5670,0.497,0.862,9.753,-0.6549,0.0693,0.0269,7.73,-0.21,111.98
5680,0.847,0.865,9.716,0.1081,-0.1486,-0.0134,7.11,-0.04,111.98
5690,0.940,1.501,9.922,-0.2245,-0.4120,0.0219,7.86,-0.40,112.10
5701,0.796,1.076,10.476,-0.5789,0.3144,0.1006,6.87,-0.53,111.84
5711,0.399,1.311,10.083,-0.5109,0.7869,0.0142,7.17,-0.11,111.95
5721,0.142,0.974,10.289,-0.9189,-0.5557,-0.0027,6.26,0.35,111.95
5730,0.255,0.886,10.087,-0.0765,-2.8821,0.1170,6.08,-0.78,112.01
5740,0.732,1.089,11.122,-0.3985,-2.8864,0.0141,6.18,-2.95,112.10
5750,0.457,0.974,11.142,-0.8749,-2.8950,-0.0620,5.58,-4.08,112.12
5761,0.827,0.867,11.162,-0.6151,-3.2506,0.0188,5.20,-6.28,112.27
5771,1.565,0.627,12.357,-1.0640,-2.7005,-0.0220,4.86,-7.84,111.96
5780,1.872,0.577,12.761,-0.8363,-2.8794,0.0293,4.00,-9.37,111.94
5790,2.163,0.533,13.063,-0.5645,-2.8158,0.0210,3.92,-11.16,112.14
5801,1.984,0.382,14.046,-0.5677,-2.7871,0.0194,3.36,-12.57,112.00
5810,1.968,0.320,14.283,-0.5871,-3.2128,0.0041,3.30,-14.34,112.02
5821,2.270,0.260,14.137,-0.7867,-2.8319,0.0257,2.68,-16.23,112.04
5831,2.614,0.353,14.617,-0.5814,-2.3718,-0.0212,2.41,-17.57,111.97
5840,2.981,0.334,14.075,-0.7253,-2.8246,0.0882,1.99,-18.94,112.22
5851,2.446,0.025,13.433,-0.7025,-2.7243,0.0594,1.58,-20.81,112.01
5861,3.190,-0.092,12.664,-0.9225,-2.1380,-0.0272,1.15,-22.09,111.96
5871,3.242,0.517,12.947,-1.0153,-3.0051,-0.0411,0.54,-23.27,112.03
5880,3.691,0.112,11.695,-0.6442,-3.2917,-0.0397,-0.01,-25.58,111.90
5890,3.363,0.237,11.026,0.2701,-2.9310,-0.0070,-0.20,-27.06,112.12
5901,3.726,0.304,10.407,0.2564,-2.3002,-0.0151,0.32,-28.99,112.04
5911,3.498,-0.155,9.730,-0.1282,0.5997,0.0116,0.11,-29.71,112.01
5920,4.150,0.135,10.366,0.2469,1.7482,0.0174,0.18,-28.35,112.06
5931,3.690,0.307,10.059,-0.4440,2.4546,0.0136,0.41,-27.69,111.95
5941,2.759,-0.025,10.211,-0.2000,2.3025,-0.0107,-0.35,-25.55,112.01
5950,3.248,0.167,10.468,0.0536,1.3473,-0.0723,0.15,-25.02,112.11
5961,2.663,0.384,10.587,-0.2002,1.9095,-0.0224,-0.32,-24.03,111.97
5971,2.050,0.111,10.778,0.4388,2.4137,0.0102,-0.10,-22.85,112.02
5981,1.930,-0.114,10.846,0.5116,2.5804,-0.0426,0.15,-21.25,112.00
5990,1.939,0.459,11.522,-0.3222,2.1151,0.0192,0.48,-19.88,112.01
6000,1.862,-0.349,11.152,-0.4155,2.3188,0.0268,-0.23,-18.78,112.04
6011,1.438,-0.511,11.327,0.5333,2.9559,-0.0419,-0.03,-17.25,112.06
6020,0.873,0.227,11.673,-0.3951,2.3088,-0.0080,0.35,-15.42,112.07
6031,1.242,0.269,11.998,-0.1867,1.7583,0.0263,-0.45,-14.62,112.03
6041,0.739,-0.096,11.339,0.3385,2.1309,-0.0469,0.11,-13.37,112.02
6050,0.606,-0.248,11.305,-0.2991,1.9093,-0.0461,-0.09,-12.14,112.05
6061,0.233,-0.252,11.343,0.1312,1.8865,-0.0255,-0.26,-11.23,112.02
6071,0.435,-0.087,11.186,0.3736,2.2592,0.0567,0.04,-10.00,111.96
6080,-0.137,0.456,10.869,-0.2456,2.1522,-0.0390,0.18,-8.63,111.97
6091,-0.385,0.184,10.756,-0.0426,2.7579,0.0505,-0.27,-7.50,112.07
6101,-0.718,0.134,10.318,0.2989,2.5582,-0.0416,0.11,-5.42,112.06
6110,-0.291,-0.193,10.365,-0.4409,1.4624,-0.0200,0.05,-4.57,112.08
6120,-0.600,-0.239,9.546,0.3390,1.5171,0.1061,-0.37,-3.71,112.07
6130,-0.796,0.073,9.394,0.6228,0.9160,0.0019,0.47,-2.86,112.03
6140,-0.383,0.108,9.112,-0.6420,1.4322,-0.0551,0.33,-2.65,112.09
6150,-1.700,0.151,9.257,-0.4311,1.7651,-0.0289,-0.26,-1.21,112.03
6160,-1.184,-0.269,9.024,0.4372,1.3424,-0.0735,-0.18,-0.60,112.01
6171,-0.895,0.174,7.865,0.0089,2.3434,-0.0152,0.23,0.31,111.95
6180,-1.588,-0.351,8.367,-0.6981,1.8818,0.0559,-0.15,2.10,111.99
6190,-1.748,-0.034,8.276,0.3906,1.1587,0.0026,-0.55,2.51,111.99
